name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
MLK Pool,4890791811696538934,restroom,0,0,0,0,37.72539344404357,-122.39337822699662,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393378227 37.725393444),10,Bayview Hunters Point,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain,5616561490064589316,drinking_water,1,0,0,0,37.77212148,-122.44773409,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.447734086 37.772121477),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Ocean Beach Pit Stop - Great Highway near Beach Chalet,8978516872808671611,restroom,0,0,0,0,37.7675953,-122.5107794,Great Highway near Beach Chalet,San Francisco,CA,,,publicly_accessible,,,Close Time: 6pm,,pit_stop,POINT (-122.5107794 37.7675953),4,Golden Gate Park,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
Bayview K.C. Jones Playground - Bayview Picnic AreaBottle filling station,5173149776230254492,drinking_water,1,1,0,0,37.72579634,-122.39330733,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393307326 37.725796344),10,Bayview Hunters Point,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mid-Market Pit Stop - U.N. Plaza (JCDecaux),3807932607898650381,restroom,0,0,0,0,37.7801432,-122.4130822,U.N. Plaza (JCDecaux),San Francisco,CA,,,publicly_accessible,00:00:00,24:00:00,Daily,,pit_stop,POINT (-122.4130822 37.7801432),5,Tenderloin,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
Mission Pit Stop - 16th and Mission streets (JCDecaux),1226175465277442641,restroom,0,0,0,0,37.7649465,-122.4200173,16th and Mission streets (JCDecaux),San Francisco,CA,,,publicly_accessible,00:00:00,24:00:00,Daily,,pit_stop,POINT (-122.4200173 37.7649465),9,Mission,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
St. Mary's Square - Drinking Fountain/Cooler,8304538138844523980,drinking_water,1,0,0,0,37.79172534,-122.40516294000001,633 California St,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405162942 37.791725343),3,Financial District/South Beach,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
East Restroom,2202206770714678822,restroom,0,0,0,0,37.72518018301169,-122.44422316712787,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.444223167 37.725180183),11,Outer Mission,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Exposition Space,8854434094038501850,restroom,0,0,0,0,37.80215897096182,-122.44879330004096,3601 Lyon St,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4487933 37.802158971),2,Marina,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Bayfront Park ##2,812756095121936560,drinking_water,1,1,1,1,37.769266,-122.385705,"Terry A Francois Blvd, Mission Bay",San Francisco,CA,94158,,,,,,,port,POINT (-122.385705 37.769266),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Merced Heights Clubhouse,9220700351671859647,restroom,0,0,0,0,37.71773932663943,-122.47015596822348,801 Shields St,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470155968 37.717739327),11,Oceanview/Merced/Ingleside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Silver Terrace Clubhouse,502295565233411923,restroom,0,0,0,0,37.73251713889697,-122.40239899874945,1700 Silver Ave,San Francisco,CA,94124,Silver Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.402398999 37.732517139),10,Bayview Hunters Point,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Cayuga Clubhouse,3958142903091328013,restroom,0,0,0,0,37.71434075197301,-122.44983895096574,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449838951 37.714340752),11,Outer Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Ingleside Branch,4343473954297379462,drinking_water,1,0,0,0,37.72405708700006,-122.45626482999995,1298 OCEAN AVE,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:10:00-20:00"",""Thursday:12:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.45626483 37.724057087),7,West of Twin Peaks,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Fulton Playground - Drinking Fountain/Cooler,5042329320322883947,drinking_water,1,0,0,0,37.77352793,-122.4869876,855 27th Ave,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486987601 37.773527928),1,Outer Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Drinking Fountain,5125069681554452458,drinking_water,1,0,0,0,37.76845387,-122.45704844999999,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457048455 37.768453871),7,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Dog bowl df,4576117123634464333,drinking_water,1,0,0,0,37.8106796327104,-122.367911872356,,San Francisco,CA,,The Rocks Dog Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.367911872 37.810679633),6,Treasure Island,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
West Portal Branch Library,6503267742886675671,drinking_water,1,0,0,0,37.74137018500005,-122.46614395199998,190 LENOX WAY,San Francisco,CA,94127,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.466143952 37.741370185),7,West of Twin Peaks,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Michelangelo Playground - Drinking Fountain/Cooler,4913479890326159886,drinking_water,1,0,0,0,37.80117853,-122.41699363,1055 Greenwich St,San Francisco,CA,94133,Michelangelo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416993634 37.801178528),3,Russian Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Joe Dimaggio Clubhouse,7055108542277832038,restroom,0,0,0,0,37.802780917292516,-122.41222086481783,651 Lombard Street,San Francisco,CA,94133,Joe DiMaggio Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412220865 37.802780917),3,North Beach,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Corona Heights Park - Drinking Fountain/Cooler,4630514277152885754,drinking_water,1,0,0,1,37.76530923000001,-122.44029271000001,122 States St,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440292713 37.765309225),8,Castro/Upper Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mechanics Plaza at Battery/Market,4010859251661602629,drinking_water,0,1,0,0,37.79129,-122.399052,456 Market St,San Francisco,CA,94104,,publicly_accessible,,,Daily,,puc,POINT (-122.399052 37.79129),3,Financial District/South Beach,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Hayes Valley Playground - Drinking Fountain/Cooler,698596689453154348,drinking_water,1,0,0,0,37.77606960000001,-122.42741293,689 Hayes St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427412933 37.776069601),5,Hayes Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Jackson Clubhouse,5798803553978306037,restroom,0,0,0,0,37.76388498773167,-122.39892774824689,1645 17th St,San Francisco,CA,94107,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.398927748 37.763884988),10,Potrero Hill,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Polo Field North Restrooms,269078503715118193,restroom,0,0,0,0,37.76942077805159,-122.49309990867658,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493099909 37.769420778),4,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Restrooms,3716887207824175655,restroom,0,0,0,0,37.72556151016179,-122.3930332763582,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393033276 37.72556151),10,Bayview Hunters Point,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Trocadero Clubhouse,1272777018282717854,restroom,0,0,0,0,37.73617239714854,-122.47791730666582,2899 19th Ave,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477917307 37.736172397),4,Sunset/Parkside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Upper Noe Rec Center,2337624681975054897,restroom,0,0,0,0,37.74244652368704,-122.42843386309362,295 Day St,San Francisco,CA,94131,Upper Noe Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428433863 37.742446524),8,Noe Valley,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Glen Canyon Park - Drinking Fountain/Cooler,4534376049839088968,drinking_water,1,0,0,1,37.73663641,-122.44061654000001,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.440616542 37.736636411),8,Glen Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Noe Valley Courts - Drinking Fountain/Cooler,5459475352948772848,drinking_water,1,0,0,0,37.75124303,-122.43900085,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43900085 37.751243029),8,Noe Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Southeast Community Center Water Fountain,8220617072435247540,drinking_water,1,0,0,0,37.742691,-122.387441,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387441 37.742691),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
McLaren Bike Muni Restroom,6153008481896635412,restroom,0,0,0,0,37.714089765896944,-122.42331646635931,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423316466 37.714089766),10,McLaren Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
West Sunset Playground - Drinking Fountain/Cooler,3424215024720232993,drinking_water,1,0,0,0,37.75081965,-122.49832207,3223 Ortega St,San Francisco,CA,94116,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498322071 37.750819649),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Sunset Branch Library,4394614105614042565,drinking_water,1,0,0,0,37.76334875500004,-122.47631075399994,1305 18TH AVE,San Francisco,CA,94122,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.476310754 37.763348755),7,Inner Sunset,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Jose Coronado Clubhouse,2650616189117355099,restroom,0,0,0,0,37.75774139291204,-122.41510302901726,2498 Folsom St,San Francisco,CA,94110,Jose Coronado Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415103029 37.757741393),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Sunset Rec Center - Drinking Fountain/Cooler,1584419415365598398,drinking_water,1,0,0,0,37.75712697,-122.48691579000001,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486915786 37.757126965),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Anza Branch Library,7669133687822072481,drinking_water,1,0,0,0,37.77856950700004,-122.49725809499995,550 37TH AVE,San Francisco,CA,94121,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.497258095 37.778569507),1,Outer Richmond,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Duboce Park - Drinking Fountain/Cooler,8986102282459664451,drinking_water,1,0,0,0,37.769406169999996,-122.43356965,50 Scott St,San Francisco,CA,94117,Duboce Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.433569653 37.769406168),8,Haight Ashbury,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Heights Park - Drinking Fountain/Cooler,1889290429880274854,drinking_water,1,0,0,1,37.75014599,-122.46853686,2041 12th Ave,San Francisco,CA,94116,Golden Gate Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468536858 37.750145987),7,Inner Sunset,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Tenderloin Rec Center,6002601376018621454,restroom,0,0,0,0,37.78474159596214,-122.41568907714819,570 Ellis St,San Francisco,CA,94109,Tenderloin Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415689077 37.784741596),5,Tenderloin,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Bernal Heights Park - Bernal Heights Path Drinking Fountain,8479948381265294927,drinking_water,1,1,0,0,37.74198175,-122.41632773,,San Francisco,CA,94110,Bernal Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416366074 37.741980374),9,Bernal Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Palega Playground - Drinking Fountain/Cooler,9116995223671606452,drinking_water,1,0,0,0,37.72905284,-122.41024195,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410241948 37.72905284),9,Portola,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Parkside Branch Library,580239198389475256,drinking_water,1,0,0,0,37.74316235800006,-122.47934506399997,1200 TARAVAL ST,San Francisco,CA,94116,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.479345064 37.743162358),4,Sunset/Parkside,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
"Pier 7, J C Decaux",8712865930210385388,restroom,0,0,0,0,37.79897,-122.39703,475 The Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.39703 37.79897),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 2 - Alley of Humanitarian Drinking fountain,6472595042223980244,drinking_water,1,1,0,0,37.77256947,-122.46434063999999,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.464340641 37.772569474),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 5 - Lindley/Spdwy Drinking fountain,7307491668779694241,drinking_water,1,0,0,0,37.76936533,-122.49313417,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493134168 37.769365331),4,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Glen Canyon Rec Center,4766612201720041670,restroom,0,0,0,0,37.737024638001465,-122.44076949548258,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440769495 37.737024638),8,Glen Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Esprit Park - Bottle filling station,770889568027918065,drinking_water,1,1,0,0,37.76054095,-122.39077737,700 Minnesota St,San Francisco,CA,94107,Esprit Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.390777375 37.760540946),10,Potrero Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Tenderloin Rec Center - Drinking Fountain/Cooler,5948336464039972921,drinking_water,1,0,0,0,37.784799650000004,-122.41547704,570 Ellis St,San Francisco,CA,94109,Tenderloin Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415477035 37.784799645),5,Tenderloin,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Pine Lake Park Clubhouse,2223355946498313310,restroom,0,0,0,0,37.73599383932701,-122.48720704676008,200 Crestlake Dr,San Francisco,CA,94132,Pine Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.487207047 37.735993839),4,Sunset/Parkside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
DuPont Tennis Courts - Drinking Fountain/Cooler,7612953088781904930,drinking_water,1,0,0,0,37.782862370000004,-122.4908413,336 31st Ave,San Francisco,CA,94121,DuPont Tennis Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.490841302 37.782862371),1,Outer Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Restrooms,2097687449800146040,restroom,0,0,0,0,37.79172407379181,-122.42815293623183,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428152936 37.791724074),2,Pacific Heights,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Tennis Center,2379230863305544113,restroom,0,0,0,0,37.77005243269521,-122.45956331063546,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.459563311 37.770052433),7,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Coffman Pool,5843567458386880828,restroom,0,0,0,0,37.713351641192695,-122.41572365814223,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415723658 37.713351641),10,McLaren Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Kezar Stadium,3662962683842392263,restroom,0,0,0,0,37.76671183398327,-122.45600547069759,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456005471 37.766711834),5,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Western Addition Branch Library,7958442617977442450,drinking_water,1,0,0,0,37.784118524000064,-122.43748930299995,1550 SCOTT ST,San Francisco,CA,94115,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.437489303 37.784118524),5,Japantown,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Restrooms,5508388075150035682,restroom,0,0,0,0,37.79461145357409,-122.40563809600239,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405638096 37.794611454),3,Chinatown,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,2526183219840087529,drinking_water,1,0,0,0,37.88353679,-119.85689759,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.856897588 37.883536792),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Joseph L Alioto Performing Arts Piazza - Drinking Fountain/Cooler,4227099170558271829,drinking_water,1,0,0,0,37.77916559,-122.41722141,355 McAllister St,San Francisco,CA,94102,Joseph L Alioto Performing Arts Piazza,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417221407 37.779165588),5,Tenderloin,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Chinatown Branch Library,1048105456630639138,drinking_water,1,0,0,0,37.79523887500005,-122.41008249499998,1135 POWELL ST,San Francisco,CA,94108,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.410082495 37.795238875),3,Chinatown,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Visitacion Valley Greenway - Drinking Fountain/Cooler,6186928529946764533,drinking_water,1,0,0,0,37.71454851,-122.40582609,103 Tucker Ave,San Francisco,CA,94134,Visitacion Valley Greenway,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.405826092 37.714548507),10,Visitacion Valley,2026/03/13 10:34:53 PM,2026/09/01 09:08:33 AM
Parque Ninos Unidos - Drinking Fountain/Cooler,5306268027959616635,drinking_water,1,0,0,0,37.7543903,-122.41381917,3070 23rd St,San Francisco,CA,94110,Parque Ninos Unidos,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.413819169 37.754390301),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Collis P Huntington Park - Drinking Fountain/Cooler,4757979431748054379,drinking_water,1,0,0,0,37.792078270000005,-122.41238226,1000 Taylor St,San Francisco,CA,94108,Collis P Huntington Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412382261 37.792078275),3,Nob Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Portola Library,7171405751874216522,drinking_water,1,0,0,0,37.727114209000035,-122.40636172399996,380 BACON ST,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.406361724 37.727114209),9,Portola,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Pier 70,2941591578252748830,restroom,0,0,0,0,37.76059,-122.38563,525 20th St,San Francisco,CA,94107,,limited_access,09:00:00,17:00:00,Daily,Inside building,port,POINT (-122.38563 37.76059),10,Potrero Hill,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Raymond Kimbell Playground - Drinking Fountain/Cooler,223277438959010252,drinking_water,1,1,0,0,37.78248808,-122.43558809000001,1901 Geary Blvd,San Francisco,CA,94115,Raymond Kimbell Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435588092 37.78248808),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Margaret S Hayward Playground - Drinking Fountain/Cooler,3254791043349026437,drinking_water,1,0,0,0,37.78069459,-122.42684636,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426846365 37.780694593),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Main Library,1845349341306362846,drinking_water,1,0,0,0,37.779081776000055,-122.41615205,100 LARKIN ST,San Francisco,CA,94102,,limited_access,,,Daily,"opening_hours = [""Sunday:12:00-18:00"",""Monday:09:00-18:00"",""Tuesday:09:00-20:00"",""Wednesday:09:00-20:00"",""Thursday:09:00-20:00"",""Friday:12:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:62""]",library,POINT (-122.41615205 37.779081776),5,Tenderloin,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Garfield Square - Garfield Path Drinking Fountain,2155566066186249093,drinking_water,1,1,0,0,37.750123800000004,-122.41247425,3100 26th St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412474253 37.750123795),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Portsmouth Square - Drinking Fountain/Cooler,6293550563159303941,drinking_water,1,0,0,0,37.795084530000004,-122.40538465,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405384651 37.795084529),3,Chinatown,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Restrooms,1329247805289178642,restroom,0,0,0,0,37.71718348712233,-122.38878586810385,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.388785868 37.717183487),10,Bayview Hunters Point,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Victoria Manalo Draves Park - Drinking Fountain/Cooler,8201030333236696668,drinking_water,1,0,0,0,37.777369549999996,-122.40646207,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406452756 37.777381587),6,South of Market,2026/03/17 08:32:40 PM,2026/09/01 09:08:33 AM
Palega Playground - Drinking Fountain/Cooler,7220074419356993737,drinking_water,1,0,0,0,37.72925378,-122.40981943,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409819433 37.72925378),9,Portola,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Model Yacht Clubhouse,6056527472595272594,restroom,0,0,0,0,37.77020109931788,-122.49559210559028,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495592106 37.770201099),1,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Esprit Park - Dog bowl fountain,3099629132427201795,drinking_water,1,0,0,0,37.7614187,-122.39134277,700 Minnesota St,San Francisco,CA,94107,Esprit Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.391342768 37.761418702),10,Potrero Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
China Basin Park Water Fountain #3,5722591289261935719,drinking_water,1,1,0,1,37.776004,-122.388026,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By dog park,port,POINT (-122.388026 37.776004),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
